0.998592 0.432557 -0.371876 0.499041 -0.263911 0.69829 -0.112089 0.169746 0.435539 0.346311 0.656637 0.0245482 -0.0565471 -0.270423 0.0344139
0.956981 -0.0427952 -0.0693014 0.439128 0.278389 0.857985 0.302758 -0.407199 0.0181525 0.36502 0.914573 0.329603 -0.22695 -0.440757 0.170528
0.796533 0.171654 -0.0882121 -0.302449 -0.21037 0.57106 0.283314 -0.0874612 -0.465829 0.12403 0.830318 -0.201505 -0.0538655 -0.277875 -0.426636
0.734619 -0.403828 0.40337 -0.38051 0.0247994 0.541812 0.416861 0.410448 -0.20107 0.0843891 0.782956 0.113938 0.456536 -0.239021 -0.268985
0.766724 0.449938 -0.00694041 0.0406005 0.265485 0.522673 -0.360034 0.292404 -0.470199 0.383125 0.770394 -0.0520198 0.392136 -0.122416 0.0384247
0.826149 -0.138739 0.0710086 0.137836 -0.373685 0.845102 0.147749 -0.146061 0.263233 -0.143468 0.876394 0.381342 -0.488331 -0.00189093 -0.426208
0.893476 -0.435933 -0.14469 0.441837 -0.120197 0.88146 0.271595 -0.198639 0.272739 -0.34707 0.789317 -0.490992 0.209043 -0.0293592 0.264593
0.733696 -0.230999 0.331693 0.0513249 -0.429919 0.736238 0.242765 -0.308044 -0.0356885 -0.269637 0.754124 -0.291432 -0.450696 0.0188619 -0.327722
0.698157 -0.392635 0.00981028 -0.397865 -0.211282 0.615879 0.467668 -0.221681 -0.266377 -0.408444 0.785033 -0.0820735 -0.132157 0.312995 -0.21024
0.858696 0.112948 -0.0730902 0.251873 -0.0721874 0.714191 -0.138096 -0.346662 0.43719 0.41641 0.890979 0.116329 -0.464001 0.154324 -0.37023
0.64718 -0.139185 -0.225355 -0.426031 -0.347863 0.580809 0.438712 -0.128866 -0.449982 0.240956 0.64934 -0.295642 0.481757 0.393021 0.259349
0.82556 -0.460316 0.313876 0.262573 -0.0447175 0.765913 -0.390664 -0.353967 0.00878874 -0.28435 0.958222 -0.0378475 -0.367733 0.264242 -0.287266
0.537129 -0.404581 -0.337794 -0.143536 -0.404692 0.571632 0.431013 0.0765842 0.339645 0.123292 0.662259 0.228012 0.0227366 0.236811 -0.334594
0.843529 -0.0731892 0.228557 0.256335 -0.102389 0.9626 -0.29649 -0.491997 0.426351 -0.205488 0.583476 -0.475898 -0.0479984 0.308339 -0.131623
0.804603 -0.465152 -0.145423 -0.42148 0.193185 0.506356 -0.0404547 0.461317 -0.165815 -0.0279166 0.552696 0.00307591 0.38569 0.0343773 -0.218523
0.677292 0.39628 -0.258511 -0.476116 0.465727 0.714984 -0.153711 0.0770676 -0.373474 0.450043 0.656805 0.452831 -0.281607 -0.2513 0.363802
0.617634 0.3151 0.0438972 -0.30874 0.0888399 0.524068 -0.484127 -0.450289 -0.100585 0.076904 0.933759 0.286162 -0.245297 -0.417745 -0.342244
0.604746 -0.0826172 -0.15231 0.199884 0.197509 0.537362 -0.46353 0.2894 0.400529 -0.495337 0.632102 -0.0326227 -0.140184 -0.259782 -0.476831
0.765834 -0.369805 0.061459 -0.332169 -0.0789252 0.842344 -0.2261 -0.49 -0.280134 -0.468044 0.967436 0.282092 0.017594 -0.483537 -0.2012
0.77036 0.359884 -0.314886 -0.416454 -0.455728 0.721904 -0.480681 -0.432968 0.311772 0.136291 0.886425 0.205682 -0.261789 -0.455582 -0.218783
0.932545 -0.426877 0.160332 -0.312621 0.0222866 0.95194 -0.0248473 0.347022 0.338779 -0.36072 0.770152 -0.0329147 -0.281317 -0.0591717 -0.0197218
0.666642 -0.491087 0.00546393 0.173147 -0.444541 0.57879 0.105103 -0.180776 0.390517 0.290374 0.60875 -0.299791 0.18044 -0.343783 0.010361
0.994032 -0.355308 -0.4517 0.399064 0.21533 0.655164 -0.10706 -0.419216 -0.147879 -0.498987 0.812315 -0.299729 0.125112 -0.178548 -0.452682
0.861682 0.259252 -0.0936957 0.204335 0.0853592 0.984782 -0.196122 -0.186245 -0.273538 0.172335 0.889461 0.0126617 0.115265 -0.454339 -0.0539005
0.984006 -0.14044 0.0540322 -0.0886456 0.466047 0.601529 0.492827 0.1592 0.309077 -0.0418491 0.943654 0.0339343 0.0772794 0.417498 -0.185853
0.863069 0.305236 -0.0199371 -0.0124256 0.34141 0.777764 -0.230119 -0.0132573 -0.224154 -0.27461 0.823377 0.421134 -0.299525 0.379853 -0.0341923
0.86249 -0.197129 -0.0109927 -0.296326 -0.411384 0.582845 0.00299653 0.287581 0.403602 -0.280476 0.869065 -0.242197 0.0642087 -0.36757 -0.127912
