0.000000e+00 8.437448e-08 -2.199718e-10 1.348037e-12 5.063508e-03 -1.980563e-05 1.213630e-07
1.000000e-04 3.376355e-07 -1.762003e-09 1.079596e-11 1.013317e-02 -7.935808e-05 4.861954e-07
2.000000e-01 4.506156e-02 -6.228905e-03 4.737198e-04 3.766410e+00 -3.898152e-01 1.631249e-02
2.001000e-01 4.518765e-02 -6.241934e-03 4.742706e-04 3.799315e+00 -3.920046e-01 1.673688e-02
4.000000e-01 1.126723e-01 4.607815e-01 3.038363e-02 8.531823e-01 7.498649e+00 4.840210e-01
4.001000e-01 1.127007e-01 4.610315e-01 3.039976e-02 8.531552e-01 7.498607e+00 4.840209e-01
6.000000e-01 1.682385e-01 9.587966e-01 6.266536e-02 8.186205e-01 7.451729e+00 4.847095e-01
6.001000e-01 1.682658e-01 9.590450e-01 6.268152e-02 8.186085e-01 7.451715e+00 4.847101e-01
8.000000e-01 2.220903e-01 1.454715e+00 9.501437e-02 7.977006e-01 7.426167e+00 4.857360e-01
8.001000e-01 2.221168e-01 1.454962e+00 9.503056e-02 7.976910e-01 7.426155e+00 4.857365e-01
1.000000e+00 2.746258e-01 1.948908e+00 1.274305e-01 7.780504e-01 7.398528e+00 4.867810e-01
1.000100e+00 2.746517e-01 1.949155e+00 1.274468e-01 7.780398e-01 7.398512e+00 4.867816e-01
1.200000e+00 3.256813e-01 2.440815e+00 1.599300e-01 7.509830e-01 7.352262e+00 4.884031e-01
1.200100e+00 3.257063e-01 2.441060e+00 1.599463e-01 7.509639e-01 7.352225e+00 4.884043e-01
1.400000e+00 3.793404e-01 2.930433e+00 1.924236e-01 9.252433e-01 7.543135e+00 4.803437e-01
1.400100e+00 3.793713e-01 2.930685e+00 1.924396e-01 9.251020e-01 7.543045e+00 4.803488e-01
1.600000e+00 4.371638e-01 3.430362e+00 2.245964e-01 8.381443e-01 7.472757e+00 4.838145e-01
1.600100e+00 4.371918e-01 3.430611e+00 2.246126e-01 8.381264e-01 7.472739e+00 4.838153e-01
1.800000e+00 4.920690e-01 3.927503e+00 2.568952e-01 8.112985e-01 7.443179e+00 4.850599e-01
1.800100e+00 4.920960e-01 3.927751e+00 2.569114e-01 8.112878e-01 7.443166e+00 4.850605e-01
2.000000e+00 5.454830e-01 4.422874e+00 2.892659e-01 7.915013e-01 7.417878e+00 4.860561e-01
2.000100e+00 5.455093e-01 4.423122e+00 2.892821e-01 7.914917e-01 7.417865e+00 4.860566e-01
2.200000e+00 5.977354e-01 4.916672e+00 3.216971e-01 7.808930e-01 7.402788e+00 4.866240e-01
2.200100e+00 5.977614e-01 4.916918e+00 3.217133e-01 7.808930e-01 7.402788e+00 4.866240e-01
2.400000e+00 6.497949e-01 5.410191e+00 3.541387e-01 7.808930e-01 7.402788e+00 4.866240e-01
2.400100e+00 6.498210e-01 5.410437e+00 3.541550e-01 7.808930e-01 7.402788e+00 4.866240e-01
2.600000e+00 7.018545e-01 5.903710e+00 3.865803e-01 7.808930e-01 7.402788e+00 4.866240e-01
2.600100e+00 7.018805e-01 5.903957e+00 3.865966e-01 7.808930e-01 7.402788e+00 4.866240e-01
2.800000e+00 7.539140e-01 6.397229e+00 4.190219e-01 7.808930e-01 7.402788e+00 4.866240e-01
2.800100e+00 7.539400e-01 6.397476e+00 4.190382e-01 7.808930e-01 7.402788e+00 4.866240e-01
3.000000e+00 8.059735e-01 6.890748e+00 4.514635e-01 7.808930e-01 7.402788e+00 4.866240e-01
3.000100e+00 8.059996e-01 6.890995e+00 4.514798e-01 7.808930e-01 7.402788e+00 4.866240e-01
3.200000e+00 8.580331e-01 7.384267e+00 4.839051e-01 7.808930e-01 7.402788e+00 4.866240e-01
3.200100e+00 8.580591e-01 7.384514e+00 4.839214e-01 7.808930e-01 7.402788e+00 4.866240e-01
3.400000e+00 9.100926e-01 7.877787e+00 5.163467e-01 7.808930e-01 7.402788e+00 4.866240e-01
3.400100e+00 9.101186e-01 7.878033e+00 5.163630e-01 7.808930e-01 7.402788e+00 4.866240e-01
3.600000e+00 9.621521e-01 8.371306e+00 5.487883e-01 7.808930e-01 7.402788e+00 4.866240e-01
3.600100e+00 9.621782e-01 8.371553e+00 5.488046e-01 7.808930e-01 7.402788e+00 4.866240e-01
