1.139629468661927936e-01 -1.793936118949330041e-02 -1.056540104284166975e-01 -8.253207116155350520e-02
-8.118269242650846262e-01 2.034681723359499893e-03 -9.852060538700180281e-02 3.411428366899844078e-01
-4.051318502844992175e-01 -4.713232655723553211e-01 -7.462273746939528385e-01 -7.722887162745996070e-01
1.365738180229195964e-01 1.605154262254132880e-01 1.522878520984077000e-01 5.302083309453899974e-03
-3.899735528989862754e-01 -4.574698288882510233e-02 -4.436773787199256858e-01 -1.923893409613763872e-01
-1.687636152014141966e-01 -6.047268559105576369e-01 3.929887741747040142e-02 -5.305233257179399649e-03
1.696729215210892872e-01 2.279368212723867915e-01 -6.641626492383952973e-01 -2.215783695000846931e-01
9.675642046681959263e-01 -4.834421810505049738e-02 -4.289313644525025726e-01 3.429225534286200073e-03
8.643776757891805662e-01 3.957117050732414931e-01 -9.581591733689023282e-01 -7.812120933337648454e-01
-6.488651435643343346e-01 -5.366155629657132220e-01 -1.019932108302221002e-01 -2.862652661252320166e-02
5.534440612246788183e-01 1.310938789140282112e-01 -4.579220671834449141e-01 6.023568697822010432e-01
-5.476362521319213528e-01 -6.829401267427670508e-02 2.113249934180029890e-02 -5.735284971232079698e-02
-1.669141169684411896e-01 -6.948442467787939447e-02 3.644491415919350885e-01 1.073414306930429996e-01
1.994756582170177095e-01 -2.238612818209395061e-01 -9.912705850172904842e-01 -2.541290496037140051e-02
-3.615710930711056870e-01 1.558800687683636887e-01 5.184743628809680011e-02 -1.374053566026577078e-01
-3.011431972302285875e-01 -1.949123723019673127e-01 -9.562123172062332310e-01 -8.430138359531736958e-01
4.633944886755422821e-01 2.786755443468800011e-03 -4.899167512394547730e-01 3.143553741899000192e-02
1.042406876164762020e-01 -8.056695258649400337e-02 5.554923061910498339e-01 -4.800293242245792236e-01
2.295962735989230119e-01 1.063724132278568990e-01 -2.667047803601769740e-01 -1.322175076074410052e-02
-5.036516775760676579e-01 8.814071346304083177e-01 6.211433036243840106e-02 -3.516356646362994165e-01
4.837360725295569153e-01 1.201373924175457020e-01 -5.994103371247444523e-01 -4.571672877833800330e-02
5.357038236898372663e-01 -1.497108708663529020e-01 -3.145439996829370310e-02 -2.583739694505239881e-01
2.306306269143847121e-01 -7.714394827018000375e-04 -2.097572755177654069e-01 -1.644348046488500019e-03
-1.457837577569155996e-01 -5.759464557858549050e-01 2.880867389001355861e-01 6.324764812396009572e-02
-4.516631046185515808e-01 -2.343980298373468940e-01 6.494629911155782587e-01 2.151885989093610119e-01
8.926095916824268173e-01 1.777002509921165874e-01 -3.429638419220624179e-01 3.246136981183391779e-01
-2.897592228107620169e-02 -1.155437893465444954e-01 2.712101604421112144e-01 1.944228980731154965e-01
4.927025948567999997e-02 -1.823675824641393939e-01 -1.841465162996172023e-01 2.177838864356921034e-01
-5.538574316500671779e-01 -6.732563764911944082e-01 -5.570472173180270881e-01 -4.165882054540775981e-01
9.953506723675746848e-01 7.554950626799999329e-05 -2.526253298525563129e-01 6.952426435544870054e-02
2.260262252796005067e-01 -5.251442847394910407e-01 3.252108171557330230e-01 2.316245836173325134e-01
7.778755534068566568e-01 8.020893486776910219e-02 5.599344598998062805e-01 4.601080760792186086e-01
3.793371014958246135e-01 5.721543391261788569e-01 6.023212757126519268e-01 2.648946758700889900e-02
2.186311065734680009e-02 -8.691771332961860386e-02 -3.400854952478272741e-01 5.291256577499359876e-02
4.521938652061613939e-01 3.923048478760752800e-01 1.908093280814545933e-01 7.601457650288409584e-02
-5.081762354072580923e-01 -1.225099043626251966e-01 -7.730565250964674950e-01 -8.099686289078845691e-01
4.632763264888779819e-02 3.585381786521126268e-01 3.757390876298494220e-01 -1.546975575610476106e-01
2.405733389624545027e-01 3.633617581374761207e-01 6.592817344401894486e-01 9.299207431729070161e-02
-7.080287888261442841e-01 -6.461725148756550241e-02 2.998759671875386723e-01 2.275892321168763999e-01
9.168971522023457998e-01 2.673797928750399830e-03 -3.033604285543303192e-01 9.778432318219419661e-02
-5.285473020010612588e-01 -4.287866554049077905e-01 -5.032939090257833037e-01 1.432037453509578950e-01
