4.985924041151327479e+00 -4.662786806840826803e-01 1.133437408099829957e-01
4.995202577326367965e+00 -1.180444881490845949e-01 3.938079556845581197e-01
1.939553701302805244e+00 -3.348730202235236098e-01 8.815241010616058359e-01
4.231554591724203007e+00 -1.566367565443733123e-01 5.180732869713895461e-01
2.217264469019663675e+00 -1.147886101247413970e-01 5.308813997889387792e-01
4.569810112787489054e+00 -2.286024046383454134e-01 4.192936168284399079e-01
4.695638974826302103e+00 -3.891946177694599052e-01 6.595202107336323172e-01
4.013787517287141782e+00 -4.640040515379800085e-02 5.175944572439959979e-01
4.325101227588473485e+00 -4.145734554499628244e-01 7.549522123697638420e-01
1.365249886921438005e+00 -2.962159856337009955e-02 6.702338030840191418e-01
2.965327584066366207e+00 -3.358270458901658762e-01 3.878727493548650984e-01
9.877544682626209216e-01 -1.448148219720316876e-01 1.406220126895288969e-01
3.916572363449378091e+00 -2.062694226431923128e-01 3.343646403941059886e-02
3.120149917376861648e+00 -3.303178624469857994e-01 2.817406836773728163e-01
2.230672503682370245e+00 -1.110622742899319976e-01 7.291030303797910173e-02
2.346192624475682997e+00 -4.808612958395339781e-02 9.023251464227084462e-01
5.974523691551006932e-01 -2.623996915214262815e-01 8.069279455918990096e-02
4.584306672540068739e+00 -4.552241899319490748e-01 2.661604508629524801e-01
2.921945619736301403e+00 -2.829560142771064268e-01 5.888484315295171578e-01
4.782678294166373689e+00 -1.304894907620393063e-01 2.290401687259598085e-01
2.667242464495746646e+00 -4.749690668440955110e-01 4.338936710063263091e-01
2.703002542739477043e+00 -3.827425536059255173e-01 4.189287678987529961e-02
6.998306019974344094e-01 -3.962017896718915133e-01 2.736252014470669930e-02
4.415627358931296875e+00 -2.703940959069182082e-01 4.312927979447903071e-01
4.460679342899560140e+00 -1.887921726805381062e-01 5.287422383677331528e-01
3.261494391091813050e+00 -1.806305118286410105e-01 5.616160564581134107e-01
3.189182394126909958e+00 -6.315744048054310056e-02 6.888266488263827814e-01
3.238746979767074929e+00 -1.769695459807922866e-01 7.511864368720736485e-01
1.782658584730150153e+00 -3.763941752137484054e-01 8.165276147962736708e-01
5.834597275224519958e-02 -2.490545347872470949e-01 7.146678521105749582e-02
3.934757369704016128e+00 -3.203366358642110306e-02 3.551280146825595008e-01
4.709184739713545120e+00 -1.899016451100047076e-01 7.490373018335976241e-01
3.857974978051357251e+00 -1.506802503221761069e-01 7.639164343748143793e-01
7.646491129616566074e-01 -2.893169660035805890e-01 8.622753842136100799e-03
3.545212612820256126e+00 -2.353204025837208058e-01 7.431211678230467133e-01
2.336963427513092828e+00 -1.345005248458847891e-01 8.241354335524848640e-01
2.756624694088121164e+00 -3.504074749039980119e-02 4.721848871673520742e-01
3.713824135643821300e+00 -9.597803814483289730e-02 4.621679912555350933e-01
1.151814020781312342e+00 -2.541237688571520992e-01 2.017213668274047966e-01
2.465212297661049934e-01 -2.594309377846685805e-01 1.663798324483121982e-01
1.981566441268520551e+00 -5.368265416778290194e-02 5.090751555888405333e-01
5.106761623711919551e-01 -1.443589164246837919e-01 2.293308847133243011e-01
4.838339628829646522e+00 -1.391594214180985889e-01 2.313493784549068011e-01
4.577822020267878211e-01 -2.850333289925193747e-01 4.005899452394058868e-01
1.839216203150607409e+00 -4.064974858214435161e-01 2.647397762136262100e-01
3.586958010253699314e+00 -3.064740452458040165e-01 4.063665026221430221e-01
3.759364847633454687e+00 -2.139063176870255045e-01 4.184671471093494022e-01
1.809522247799270955e+00 -7.666924200718260030e-02 9.344317829057668945e-01
4.582049365905755955e+00 -3.909792313477367109e-01 5.672688512105932279e-01
1.799971793230960015e-01 -3.271618858631371030e-01 1.226281712578418948e-01
1.471797359492599711e+00 -1.804073775381870026e-01 2.701387694669977746e-01
3.698449898549510118e-01 -7.606857866657970590e-02 1.611502543195862946e-01
4.693558489898486563e+00 -1.855669477467145057e-01 4.914935177761740187e-02
3.704777787028379787e+00 -1.493401214526788867e-01 2.020664289629451049e-01
4.908783175772935436e+00 -4.465106059598015764e-01 6.794488585371611933e-01
3.255602826851625053e+00 -1.984175097546799979e-02 8.137161366002546581e-01
3.812865688938565256e+00 -2.276412350555009900e-01 5.178633820949024580e-01
5.466803198082095250e-01 -7.301637187829999875e-02 5.074306504373417015e-01
1.078251377389473298e+00 -4.582218514691728806e-01 4.107786507236185769e-01
6.613363736133550663e-01 -3.821208062658941751e-01 1.965898409370022137e-01
3.712921713359160214e-01 -4.770962221200739789e-02 1.620207994975733923e-01
1.782318409609767063e+00 -4.765390584481819791e-02 1.431002469431160995e-01
4.655064642654538787e+00 -2.882921089929831870e-01 8.039959839337609271e-01
3.116460574004808581e+00 -1.622587502076403010e-01 7.183642079959766669e-01
2.613683124928579016e+00 -3.684057312519496974e-01 1.537722922781201984e-01
3.435291495327805311e+00 -2.134054219366461058e-01 7.117741503984065243e-01
3.781676952048179885e+00 -1.988056385830296868e-01 9.067321305618963878e-01
1.017551589241080467e+00 -4.001355487341799570e-03 9.263432954368940875e-01
1.472557733522271484e+00 -8.347579632955490214e-02 2.401750596468240143e-02
2.260008033539107952e+00 -4.041693721579133203e-01 3.369484745657019831e-01
3.046034941676626140e+00 -1.742386223786309904e-02 3.545234065127439993e-01
3.925998475476278893e-01 -3.465925990761116737e-01 1.192468147954989927e-02
2.297726403946900753e+00 -4.806586287389474910e-01 2.930496253503757087e-01
2.360417128092398453e+00 -5.269562513290400318e-02 5.023769464505926097e-01
4.428449304694073163e+00 -2.671886684616899821e-01 2.712434631255962736e-01
1.772923433384983261e+00 -4.481401243924644784e-01 2.158824318064092862e-01
1.194204655996692066e-01 -4.828634025651720174e-01 3.765210322147288791e-01
1.731442557119702519e+00 -2.885338165562836843e-01 1.211449635758296978e-01
4.750216536328957240e+00 -1.568054152418754954e-01 9.410441426682006894e-01
1.091966175699468522e+00 -1.243500999912707933e-01 8.570973200602017839e-01
1.176341633912228124e+00 -4.075500287456541026e-01 4.966776458862948163e-01
9.563013505935786807e-01 -2.944199681267991031e-01 4.600318690575599945e-02
7.936489891017470266e-02 -2.485550758663960039e-02 3.992918938405136120e-01
2.884519820705291338e+00 -4.337587273912972274e-01 7.083550213198062107e-01
1.273513737107371258e+00 -4.112745425358690227e-02 1.576225204377884881e-01
1.047464405220055239e+00 -2.086913968174149980e-01 3.400344193971265860e-01
3.499420151679748958e+00 -3.487547479554584107e-01 7.003228042605680326e-02
1.823485117153192947e-01 -3.946999207552385203e-01 8.274147112011834837e-01
2.331656504478240091e-02 -1.321016521335907079e-01 4.632812917793451835e-01
1.799080970756330000e+00 -1.201088163515206947e-01 2.300100577805149968e-02
2.658340533265703964e+00 -6.509735904603540513e-02 5.602680581100911716e-01
8.391539943756620712e-01 -2.105373784403551940e-01 6.693411820605510432e-01
1.369501624953199492e+00 -4.999863731989300127e-03 2.198635500229353945e-01
1.597810965003897132e-01 -4.674360989453268944e-01 6.913903544356724273e-01
2.587969937201961557e+00 -8.231382266409700485e-03 2.987901011576339916e-01
2.703597695630623576e+00 -4.299417847683321137e-01 1.671316722997150117e-01
4.177317344263294929e-01 -2.213614873275419892e-02 4.436992351316145777e-01
9.659375852309619315e-02 -3.351602546973830171e-02 8.113154444583497993e-01
3.181453068208285995e+00 -3.864252154096273206e-01 6.508652783875935599e-01
1.191054575703602847e+00 -2.220897108582050097e-02 2.811475294863484131e-01
4.325448182425296828e+00 -3.656165579740910249e-02 6.598903981985637657e-01
9.368928982521108617e-01 -2.611432840536547784e-01 8.725146969959660659e-01
2.375763687706985650e+00 -4.235111413552705151e-01 7.598426291660624887e-01
6.964002471792858362e-01 -2.701522809123044766e-01 4.497179657854414869e-01
1.093414516953190807e+00 -2.204141609965463988e-01 4.684664018285263909e-01
1.666421527624577514e+00 -4.456340070882100143e-03 5.054589118060437425e-01
3.365736395642200396e+00 -2.772966083740719886e-02 1.575190325569653937e-01
3.025516181505151003e+00 -1.596118960568758127e-01 8.791005492369043939e-01
3.951867609885355126e+00 -1.087496094961115933e-01 1.990215905528147089e-01
3.402200334963628947e+00 -7.810841646790619985e-02 5.088017743236959989e-01
4.940323388605082577e+00 -7.234595340577980316e-02 4.817344663085779827e-02
4.495319999427711544e+00 -3.576647913764807729e-01 2.897996640647291233e-01
1.964701337651771684e+00 -4.039186493876879835e-02 3.518339509693845790e-01
5.066400089348399756e-03 -3.123152401375827170e-01 1.902535340824887955e-01
