0.40000001 0.59999998 0.00000000 0.00024020 -0.00045588 0.00000000
0.40000273 0.59999481 -0.00000000 0.00264218 -0.00501475 -0.00000000
0.40001026 0.59998052 -0.00000000 0.00504429 -0.00957384 -0.00000000
0.40002259 0.59995711 -0.00000000 0.00744665 -0.01413337 -0.00000000
0.40003973 0.59992458 -0.00000000 0.00984939 -0.01869357 -0.00000000
0.40006167 0.59988293 -0.00000000 0.01225261 -0.02325465 -0.00000000
0.40008842 0.59983216 -0.00000000 0.01465646 -0.02781683 -0.00000000
0.40011998 0.59977226 -0.00000000 0.01706105 -0.03238033 -0.00000000
0.40015635 0.59970323 -0.00000000 0.01946651 -0.03694537 -0.00000000
0.40019753 0.59962508 -0.00000000 0.02187295 -0.04151218 -0.00000000
0.40024352 0.59953778 -0.00000000 0.02428051 -0.04608096 -0.00000000
0.40029433 0.59944135 -0.00000000 0.02668930 -0.05065194 -0.00000000
0.40034996 0.59933577 -0.00000000 0.02909946 -0.05522535 -0.00000000
0.40041041 0.59922104 -0.00000000 0.03151110 -0.05980141 -0.00000000
0.40047569 0.59909716 -0.00000000 0.03392437 -0.06438034 -0.00000000
0.40054579 0.59896412 -0.00000000 0.03633937 -0.06896236 -0.00000000
0.40062073 0.59882191 -0.00000000 0.03875624 -0.07354772 -0.00000000
0.40070050 0.59867053 -0.00000000 0.04117511 -0.07813662 -0.00000000
0.40078511 0.59850996 -0.00000000 0.04359610 -0.08272931 -0.00000000
0.40087456 0.59834021 -0.00000000 0.04601935 -0.08732600 -0.00000000
0.40096887 0.59816125 -0.00000000 0.04844499 -0.09192695 -0.00000000
0.40106803 0.59797310 -0.00000000 0.05087315 -0.09653236 -0.00000000
0.40117204 0.59777572 -0.00000000 0.05330395 -0.10114250 -0.00000000
0.40128092 0.59756913 -0.00000000 0.05573754 -0.10575758 -0.00000000
0.40139467 0.59735329 -0.00000000 0.05817405 -0.11037785 -0.00000000
0.40151330 0.59712822 -0.00000000 0.06061361 -0.11500355 -0.00000000
0.40163681 0.59689388 -0.00000000 0.06305637 -0.11963492 -0.00000000
0.40176520 0.59665028 -0.00000000 0.06550245 -0.12427221 -0.00000000
0.40189849 0.59639739 -0.00000000 0.06795201 -0.12891566 -0.00000000
0.40203669 0.59613522 -0.00000000 0.07040517 -0.13356553 -0.00000000
0.40217979 0.59586374 -0.00000000 0.07286209 -0.13822207 -0.00000000
0.40232781 0.59558293 -0.00000000 0.07532290 -0.14288553 -0.00000000
0.40248076 0.59529280 -0.00000000 0.07778776 -0.14755617 -0.00000000
0.40263864 0.59499331 -0.00000000 0.08025680 -0.15223425 -0.00000000
0.40280147 0.59468447 -0.00000000 0.08273019 -0.15692003 -0.00000000
0.40296924 0.59436624 -0.00000000 0.08520806 -0.16161379 -0.00000000
0.40314197 0.59403862 -0.00000000 0.08769058 -0.16631578 -0.00000000
0.40331968 0.59370159 -0.00000000 0.09017789 -0.17102629 -0.00000000
0.40350236 0.59335513 -0.00000000 0.09267015 -0.17574560 -0.00000000
